"Country","Item","Price"
"Kenya","Meal for 2 People, Mid-range Restaurant, Three-course "," 30.90 $"
"Kenya","McMeal at McDonalds (or Equivalent Combo Meal) "," 6.64 $"
"Kenya","Domestic Beer (0.5 liter draught) "," 2.32 $"
"Kenya","Imported Beer (0.33 liter bottle) "," 2.70 $"
"Kenya","Cappuccino (regular) "," 2.21 $"
"Kenya","Coke/Pepsi (0.33 liter bottle) "," 0.68 $"
"Kenya","Water (0.33 liter bottle)  "," 0.51 $"
"Kenya","Milk (regular), (1 liter) "," 0.83 $"
"Kenya","Loaf of Fresh White Bread (500g) "," 0.53 $"
"Kenya","Rice (white), (1kg) "," 1.41 $"
"Kenya","Eggs (regular) (12) "," 1.58 $"
"Kenya","Local Cheese (1kg) "," 10.29 $"
"Kenya","Chicken Fillets (1kg) "," 6.19 $"
"Kenya","Beef Round (1kg) (or Equivalent Back Leg Red Meat) "," 4.97 $"
"Kenya","Apples (1kg) "," 2.74 $"
"Kenya","Banana (1kg) "," 1.03 $"
"Kenya","Oranges (1kg) "," 1.78 $"
"Kenya","Tomato (1kg) "," 0.85 $"
"Kenya","Potato (1kg) "," 0.85 $"
"Kenya","Onion (1kg) "," 1.04 $"
"Kenya","Lettuce (1 head) "," 0.72 $"
"Kenya","Water (1.5 liter bottle) "," 0.69 $"
"Kenya","Bottle of Wine (Mid-Range) "," 10.81 $"
"Kenya","Domestic Beer (0.5 liter bottle) "," 2.06 $"
"Kenya","Imported Beer (0.33 liter bottle) "," 2.58 $"
"Kenya","Cigarettes 20 Pack (Marlboro) "," 3.09 $"
"Kenya","One-way Ticket (Local Transport) "," 0.77 $"
"Kenya","Monthly Pass (Regular Price) "," 27.42 $"
"Kenya","Taxi Start (Normal Tariff) "," 1.54 $"
"Kenya","Taxi 1km (Normal Tariff) "," 1.54 $"
"Kenya","Taxi 1hour Waiting (Normal Tariff) "," 3.09 $"
"Kenya","Gasoline (1 liter) "," 1.51 $"
"Kenya","Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car) "," 18,926.23 $"
"Kenya","Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car) "," 17,612.98 $"
"Kenya","Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment "," 31.78 $"
"Kenya","Mobile Phone Monthly Plan with Calls and 10GB+ Data "," 14.44 $"
"Kenya","Internet (60 Mbps or More, Unlimited Data, Cable/ADSL) "," 37.59 $"
"Kenya","Fitness Club, Monthly Fee for 1 Adult "," 38.30 $"
"Kenya","Tennis Court Rent (1 Hour on Weekend) "," 20.04 $"
"Kenya","Cinema, International Release, 1 Seat "," 6.18 $"
"Kenya","Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child "," 158.26 $"
"Kenya","International Primary School, Yearly for 1 Child "," 7,698.02 $"
"Kenya","1 Pair of Jeans (Levis 501 Or Similar) "," 14.43 $"
"Kenya","1 Summer Dress in a Chain Store (Zara, H&M, ...) "," 21.07 $"
"Kenya","1 Pair of Nike Running Shoes (Mid-Range) "," 46.23 $"
"Kenya","1 Pair of Men Leather Business Shoes "," 45.60 $"
"Kenya","Apartment (1 bedroom) in City Centre "," 287.35 $"
"Kenya","Apartment (1 bedroom) Outside of Centre "," 137.97 $"
"Kenya","Apartment (3 bedrooms) in City Centre "," 816.04 $"
"Kenya","Apartment (3 bedrooms) Outside of Centre "," 344.61 $"
"Kenya","Price per Square Meter to Buy Apartment in City Centre "," 1,438.60 $"
"Kenya","Price per Square Meter to Buy Apartment Outside of Centre "," 1,287.58 $"
"Kenya","Average Monthly Net Salary (After Tax) "," 356.57 $"
"Kenya","Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate "," 13.57"
"Kiribati","Meal, Inexpensive Restaurant "," 4.89 $"
"Kiribati","Meal for 2 People, Mid-range Restaurant, Three-course "," 25.30 $"
"Kiribati","McMeal at McDonalds (or Equivalent Combo Meal) "," 9.49 $"
"Kiribati","Domestic Beer (0.5 liter draught) "," 3.42 $"
"Kiribati","Imported Beer (0.33 liter bottle) "," 5.69 $"
"Kiribati","Cappuccino (regular) "," 2.85 $"
"Kiribati","Coke/Pepsi (0.33 liter bottle) "," 0.95 $"
"Kiribati","Water (0.33 liter bottle)  "," 0.70 $"
"Kiribati","Milk (regular), (1 liter) "," 2.09 $"
"Kiribati","Loaf of Fresh White Bread (500g) "," 1.83 $"
"Kiribati","Rice (white), (1kg) "," 1.33 $"
"Kiribati","Eggs (regular) (12) "," 6.07 $"
"Kiribati","Local Cheese (1kg) "," 15.81 $"
"Kiribati","Chicken Fillets (1kg) "," 5.38 $"
"Kiribati","Beef Round (1kg) (or Equivalent Back Leg Red Meat) "," 17.71 $"
"Kiribati","Apples (1kg) "," 6.14 $"
"Kiribati","Banana (1kg) "," 3.16 $"
"Kiribati","Oranges (1kg) "," 6.24 $"
"Kiribati","Tomato (1kg) "," 5.76 $"
"Kiribati","Potato (1kg) "," 4.30 $"
"Kiribati","Onion (1kg) "," 3.00 $"
"Kiribati","Lettuce (1 head) "," 3.35 $"
"Kiribati","Water (1.5 liter bottle) "," 0.35 $"
"Kiribati","Bottle of Wine (Mid-Range) "," 12.02 $"
"Kiribati","Domestic Beer (0.5 liter bottle) "," 1.58 $"
"Kiribati","Imported Beer (0.33 liter bottle) "," 3.16 $"
"Kiribati","Cigarettes 20 Pack (Marlboro) "," 5.69 $"
"Kiribati","One-way Ticket (Local Transport) "," 1.58 $"
"Kiribati","Monthly Pass (Regular Price) "," 68.76 $"
"Kiribati","Taxi Start (Normal Tariff) "," 1.90 $"
"Kiribati","Taxi 1km (Normal Tariff) "," 1.88 $"
"Kiribati","Taxi 1hour Waiting (Normal Tariff) "," 37.61 $"
"Kiribati","Gasoline (1 liter) "," 1.83 $"
"Kiribati","Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car) "," 25,303.64 $"
"Kiribati","Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car) "," 22,140.69 $"
"Kiribati","Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment "," 284.67 $"
"Kiribati","Mobile Phone Monthly Plan with Calls and 10GB+ Data "," 47.44 $"
"Kiribati","Internet (60 Mbps or More, Unlimited Data, Cable/ADSL) "," 3.16 $"
"Kiribati","Fitness Club, Monthly Fee for 1 Adult "," 35.00 $"
"Kiribati","Tennis Court Rent (1 Hour on Weekend) "," 25.00 $"
"Kiribati","Cinema, International Release, 1 Seat "," 4.56 $"
"Kiribati","Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child "," 246.71 $"
"Kiribati","International Primary School, Yearly for 1 Child "," 5,678.00 $"
"Kiribati","1 Pair of Jeans (Levis 501 Or Similar) "," 47.44 $"
"Kiribati","1 Summer Dress in a Chain Store (Zara, H&M, ...) "," 47.44 $"
"Kiribati","1 Pair of Nike Running Shoes (Mid-Range) "," 75.91 $"
"Kiribati","1 Pair of Men Leather Business Shoes "," 56.93 $"
"Kiribati","Apartment (1 bedroom) in City Centre "," 759.11 $"
"Kiribati","Apartment (1 bedroom) Outside of Centre "," 537.70 $"
"Kiribati","Apartment (3 bedrooms) in City Centre "," 1,328.44 $"
"Kiribati","Apartment (3 bedrooms) Outside of Centre "," 1,201.92 $"
"Kiribati","Price per Square Meter to Buy Apartment in City Centre "," 4,534.00 $"
"Kiribati","Price per Square Meter to Buy Apartment Outside of Centre "," 3,422.00 $"
"Kiribati","Average Monthly Net Salary (After Tax) "," 316.30 $"
"Kiribati","Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate "," ?"
"Kosovo (Disputed Territory)","Meal, Inexpensive Restaurant "," 5.46 $"
"Kosovo (Disputed Territory)","Meal for 2 People, Mid-range Restaurant, Three-course "," 21.84 $"
"Kosovo (Disputed Territory)","McMeal at McDonalds (or Equivalent Combo Meal) "," 5.46 $"
"Kosovo (Disputed Territory)","Domestic Beer (0.5 liter draught) "," 2.18 $"
"Kosovo (Disputed Territory)","Imported Beer (0.33 liter bottle) "," 2.18 $"
"Kosovo (Disputed Territory)","Cappuccino (regular) "," 1.30 $"
"Kosovo (Disputed Territory)","Coke/Pepsi (0.33 liter bottle) "," 1.20 $"
"Kosovo (Disputed Territory)","Water (0.33 liter bottle)  "," 0.96 $"
"Kosovo (Disputed Territory)","Milk (regular), (1 liter) "," 1.26 $"
"Kosovo (Disputed Territory)","Loaf of Fresh White Bread (500g) "," 0.58 $"
"Kosovo (Disputed Territory)","Rice (white), (1kg) "," 1.35 $"
"Kosovo (Disputed Territory)","Eggs (regular) (12) "," 1.55 $"
"Kosovo (Disputed Territory)","Local Cheese (1kg) "," 5.84 $"
"Kosovo (Disputed Territory)","Chicken Fillets (1kg) "," 5.08 $"
"Kosovo (Disputed Territory)","Beef Round (1kg) (or Equivalent Back Leg Red Meat) "," 9.93 $"
"Kosovo (Disputed Territory)","Apples (1kg) "," 1.20 $"
"Kosovo (Disputed Territory)","Banana (1kg) "," 1.53 $"
"Kosovo (Disputed Territory)","Oranges (1kg) "," 1.30 $"
"Kosovo (Disputed Territory)","Tomato (1kg) "," 1.14 $"
"Kosovo (Disputed Territory)","Potato (1kg) "," 0.82 $"
"Kosovo (Disputed Territory)","Onion (1kg) "," 0.81 $"
"Kosovo (Disputed Territory)","Lettuce (1 head) "," 0.74 $"
"Kosovo (Disputed Territory)","Water (1.5 liter bottle) "," 0.55 $"
"Kosovo (Disputed Territory)","Bottle of Wine (Mid-Range) "," 5.46 $"
"Kosovo (Disputed Territory)","Domestic Beer (0.5 liter bottle) "," 0.91 $"
"Kosovo (Disputed Territory)","Imported Beer (0.33 liter bottle) "," 1.39 $"
"Kosovo (Disputed Territory)","Cigarettes 20 Pack (Marlboro) "," 3.28 $"
"Kosovo (Disputed Territory)","One-way Ticket (Local Transport) "," 0.55 $"
"Kosovo (Disputed Territory)","Monthly Pass (Regular Price) "," 15.29 $"
"Kosovo (Disputed Territory)","Taxi Start (Normal Tariff) "," 2.18 $"
"Kosovo (Disputed Territory)","Taxi 1km (Normal Tariff) "," 0.76 $"
"Kosovo (Disputed Territory)","Taxi 1hour Waiting (Normal Tariff) "," 5.46 $"
"Kosovo (Disputed Territory)","Gasoline (1 liter) "," 1.49 $"
"Kosovo (Disputed Territory)","Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car) "," 21,844.79 $"
"Kosovo (Disputed Territory)","Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car) "," 23,892.61 $"
"Kosovo (Disputed Territory)","Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment "," 87.88 $"
"Kosovo (Disputed Territory)","Mobile Phone Monthly Plan with Calls and 10GB+ Data "," 10.16 $"
"Kosovo (Disputed Territory)","Internet (60 Mbps or More, Unlimited Data, Cable/ADSL) "," 20.74 $"
"Kosovo (Disputed Territory)","Fitness Club, Monthly Fee for 1 Adult "," 23.09 $"
"Kosovo (Disputed Territory)","Tennis Court Rent (1 Hour on Weekend) "," 10.01 $"
"Kosovo (Disputed Territory)","Cinema, International Release, 1 Seat "," 4.37 $"
"Kosovo (Disputed Territory)","Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child "," 151.82 $"
"Kosovo (Disputed Territory)","International Primary School, Yearly for 1 Child "," 3,120.68 $"
"Kosovo (Disputed Territory)","1 Pair of Jeans (Levis 501 Or Similar) "," 42.77 $"
"Kosovo (Disputed Territory)","1 Summer Dress in a Chain Store (Zara, H&M, ...) "," 29.78 $"
"Kosovo (Disputed Territory)","1 Pair of Nike Running Shoes (Mid-Range) "," 71.35 $"
"Kosovo (Disputed Territory)","1 Pair of Men Leather Business Shoes "," 88.46 $"
"Kosovo (Disputed Territory)","Apartment (1 bedroom) in City Centre "," 314.62 $"
"Kosovo (Disputed Territory)","Apartment (1 bedroom) Outside of Centre "," 237.76 $"
"Kosovo (Disputed Territory)","Apartment (3 bedrooms) in City Centre "," 529.93 $"
"Kosovo (Disputed Territory)","Apartment (3 bedrooms) Outside of Centre "," 384.23 $"
"Kosovo (Disputed Territory)","Price per Square Meter to Buy Apartment in City Centre "," 1,726.89 $"
"Kosovo (Disputed Territory)","Price per Square Meter to Buy Apartment Outside of Centre "," 1,098.84 $"
"Kosovo (Disputed Territory)","Average Monthly Net Salary (After Tax) "," 547.12 $"
"Kosovo (Disputed Territory)","Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate "," 4.27"
"Kuwait","Meal, Inexpensive Restaurant "," 6.49 $"
"Kuwait","Meal for 2 People, Mid-range Restaurant, Three-course "," 48.67 $"
"Kuwait","McMeal at McDonalds (or Equivalent Combo Meal) "," 8.11 $"
"Kuwait","Domestic Non-Alcoholic Beer (0.5 liter draught) "," 2.60 $"
"Kuwait","Imported Non-Alcoholic Beer (0.33 liter bottle) "," 2.43 $"
"Kuwait","Cappuccino (regular) "," 5.30 $"
"Kuwait","Coke/Pepsi (0.33 liter bottle) "," 0.52 $"
"Kuwait","Water (0.33 liter bottle)  "," 0.38 $"
"Kuwait","Milk (regular), (1 liter) "," 1.48 $"
"Kuwait","Loaf of Fresh White Bread (500g) "," 1.06 $"
"Kuwait","Rice (white), (1kg) "," 1.82 $"
"Kuwait","Eggs (regular) (12) "," 2.20 $"
"Kuwait","Local Cheese (1kg) "," 5.32 $"
"Kuwait","Chicken Fillets (1kg) "," 6.34 $"
"Kuwait","Beef Round (1kg) (or Equivalent Back Leg Red Meat) "," 10.20 $"
"Kuwait","Apples (1kg) "," 2.34 $"
"Kuwait","Banana (1kg) "," 1.85 $"
"Kuwait","Oranges (1kg) "," 1.71 $"
"Kuwait","Tomato (1kg) "," 1.54 $"
"Kuwait","Potato (1kg) "," 1.25 $"
"Kuwait","Onion (1kg) "," 1.11 $"
"Kuwait","Lettuce (1 head) "," 1.90 $"
"Kuwait","Water (1.5 liter bottle) "," 0.46 $"
"Kuwait","Bottle of Non-Alcoholic Wine (Mid-Range) "," 3.24 $"
"Kuwait","Domestic Non-Alcoholic Beer (0.5 liter bottle) "," 1.24 $"
"Kuwait","Imported Non-Alcoholic Beer (0.33 liter bottle) "," 1.64 $"
"Kuwait","Cigarettes 20 Pack (Marlboro) "," 3.24 $"
"Kuwait","One-way Ticket (Local Transport) "," 0.97 $"
"Kuwait","Monthly Pass (Regular Price) "," 48.67 $"
"Kuwait","Taxi Start (Normal Tariff) "," 3.24 $"
"Kuwait","Taxi 1km (Normal Tariff) "," 3.24 $"
"Kuwait","Taxi 1hour Waiting (Normal Tariff) "," 16.22 $"
"Kuwait","Gasoline (1 liter) "," 0.34 $"
"Kuwait","Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car) "," 21,091.84 $"
"Kuwait","Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car) "," 18,570.37 $"
"Kuwait","Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment "," 54.21 $"
"Kuwait","Mobile Phone Monthly Plan with Calls and 10GB+ Data "," 19.56 $"
"Kuwait","Internet (60 Mbps or More, Unlimited Data, Cable/ADSL) "," 28.23 $"
"Kuwait","Fitness Club, Monthly Fee for 1 Adult "," 105.63 $"
"Kuwait","Tennis Court Rent (1 Hour on Weekend) "," 39.12 $"
"Kuwait","Cinema, International Release, 1 Seat "," 11.36 $"
"Kuwait","Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child "," 359.19 $"
"Kuwait","International Primary School, Yearly for 1 Child "," 5,889.49 $"
"Kuwait","1 Pair of Jeans (Levis 501 Or Similar) "," 43.73 $"
"Kuwait","1 Summer Dress in a Chain Store (Zara, H&M, ...) "," 47.95 $"
"Kuwait","1 Pair of Nike Running Shoes (Mid-Range) "," 93.00 $"
"Kuwait","1 Pair of Men Leather Business Shoes "," 87.30 $"
"Kuwait","Apartment (1 bedroom) in City Centre "," 832.22 $"
"Kuwait","Apartment (1 bedroom) Outside of Centre "," 633.22 $"
"Kuwait","Apartment (3 bedrooms) in City Centre "," 1,728.65 $"
"Kuwait","Apartment (3 bedrooms) Outside of Centre "," 1,302.73 $"
"Kuwait","Price per Square Meter to Buy Apartment in City Centre "," 5,806.29 $"
"Kuwait","Price per Square Meter to Buy Apartment Outside of Centre "," 2,809.65 $"
"Kuwait","Average Monthly Net Salary (After Tax) "," 3,090.23 $"
"Kuwait","Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate "," 5.72"
"Kyrgyzstan","Meal, Inexpensive Restaurant "," 5.72 $"
"Kyrgyzstan","Meal for 2 People, Mid-range Restaurant, Three-course "," 18.87 $"
"Kyrgyzstan","McMeal at McDonalds (or Equivalent Combo Meal) "," 5.72 $"
"Kyrgyzstan","Domestic Beer (0.5 liter draught) "," 1.14 $"
"Kyrgyzstan","Imported Beer (0.33 liter bottle) "," 1.72 $"
"Kyrgyzstan","Cappuccino (regular) "," 2.01 $"
"Kyrgyzstan","Coke/Pepsi (0.33 liter bottle) "," 0.66 $"
"Kyrgyzstan","Water (0.33 liter bottle)  "," 0.31 $"
"Kyrgyzstan","Milk (regular), (1 liter) "," 0.89 $"
"Kyrgyzstan","Loaf of Fresh White Bread (500g) "," 0.48 $"
"Kyrgyzstan","Rice (white), (1kg) "," 1.55 $"
"Kyrgyzstan","Eggs (regular) (12) "," 1.74 $"
"Kyrgyzstan","Local Cheese (1kg) "," 8.82 $"
"Kyrgyzstan","Chicken Fillets (1kg) "," 4.94 $"
"Kyrgyzstan","Beef Round (1kg) (or Equivalent Back Leg Red Meat) "," 7.62 $"
"Kyrgyzstan","Apples (1kg) "," 0.97 $"
"Kyrgyzstan","Banana (1kg) "," 1.84 $"
"Kyrgyzstan","Oranges (1kg) "," 2.13 $"
"Kyrgyzstan","Tomato (1kg) "," 1.79 $"
"Kyrgyzstan","Potato (1kg) "," 0.53 $"
"Kyrgyzstan","Onion (1kg) "," 0.51 $"
"Kyrgyzstan","Lettuce (1 head) "," 0.49 $"
"Kyrgyzstan","Water (1.5 liter bottle) "," 0.48 $"
"Kyrgyzstan","Bottle of Wine (Mid-Range) "," 6.40 $"
"Kyrgyzstan","Domestic Beer (0.5 liter bottle) "," 1.08 $"
"Kyrgyzstan","Imported Beer (0.33 liter bottle) "," 1.84 $"
"Kyrgyzstan","Cigarettes 20 Pack (Marlboro) "," 1.72 $"
"Kyrgyzstan","One-way Ticket (Local Transport) "," 0.23 $"
"Kyrgyzstan","Monthly Pass (Regular Price) "," 11.66 $"
"Kyrgyzstan","Taxi Start (Normal Tariff) "," 1.37 $"
"Kyrgyzstan","Taxi 1km (Normal Tariff) "," 0.23 $"
"Kyrgyzstan","Taxi 1hour Waiting (Normal Tariff) "," 3.43 $"
"Kyrgyzstan","Gasoline (1 liter) "," 0.79 $"
"Kyrgyzstan","Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car) "," 34,339.53 $"
"Kyrgyzstan","Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car) "," 31,252.14 $"
"Kyrgyzstan","Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment "," 30.50 $"
"Kyrgyzstan","Mobile Phone Monthly Plan with Calls and 10GB+ Data "," 6.69 $"
"Kyrgyzstan","Internet (60 Mbps or More, Unlimited Data, Cable/ADSL) "," 11.82 $"
"Kyrgyzstan","Fitness Club, Monthly Fee for 1 Adult "," 41.49 $"
"Kyrgyzstan","Tennis Court Rent (1 Hour on Weekend) "," 19.58 $"
"Kyrgyzstan","Cinema, International Release, 1 Seat "," 4.57 $"
"Kyrgyzstan","Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child "," 190.29 $"
"Kyrgyzstan","International Primary School, Yearly for 1 Child "," 4,053.55 $"
"Kyrgyzstan","1 Pair of Jeans (Levis 501 Or Similar) "," 39.89 $"
"Kyrgyzstan","1 Summer Dress in a Chain Store (Zara, H&M, ...) "," 40.74 $"
"Kyrgyzstan","1 Pair of Nike Running Shoes (Mid-Range) "," 100.56 $"
"Kyrgyzstan","1 Pair of Men Leather Business Shoes "," 96.05 $"
"Kyrgyzstan","Apartment (1 bedroom) in City Centre "," 474.84 $"
"Kyrgyzstan","Apartment (1 bedroom) Outside of Centre "," 351.16 $"
"Kyrgyzstan","Apartment (3 bedrooms) in City Centre "," 878.16 $"
"Kyrgyzstan","Apartment (3 bedrooms) Outside of Centre "," 609.50 $"
"Kyrgyzstan","Price per Square Meter to Buy Apartment in City Centre "," 1,255.40 $"
"Kyrgyzstan","Price per Square Meter to Buy Apartment Outside of Centre "," 887.30 $"
"Kyrgyzstan","Average Monthly Net Salary (After Tax) "," 382.46 $"
"Kyrgyzstan","Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate "," 19.50"
"Laos","Meal, Inexpensive Restaurant "," 2.08 $"
"Laos","Meal for 2 People, Mid-range Restaurant, Three-course "," 18.48 $"
"Laos","McMeal at McDonalds (or Equivalent Combo Meal) "," 5.54 $"
"Laos","Domestic Beer (0.5 liter draught) "," 1.29 $"
"Laos","Imported Beer (0.33 liter bottle) "," 1.50 $"
"Laos","Cappuccino (regular) "," 1.54 $"
"Laos","Coke/Pepsi (0.33 liter bottle) "," 0.67 $"
"Laos","Water (0.33 liter bottle)  "," 0.43 $"
"Laos","Milk (regular), (1 liter) "," 1.72 $"
"Laos","Loaf of Fresh White Bread (500g) "," 0.96 $"
"Laos","Rice (white), (1kg) "," 1.04 $"
"Laos","Eggs (regular) (12) "," 1.90 $"
"Laos","Local Cheese (1kg) "," 23.88 $"
"Laos","Chicken Fillets (1kg) "," 5.66 $"
"Laos","Beef Round (1kg) (or Equivalent Back Leg Red Meat) "," 6.13 $"
"Laos","Apples (1kg) "," 1.82 $"
"Laos","Banana (1kg) "," 1.38 $"
"Laos","Oranges (1kg) "," 2.10 $"
"Laos","Tomato (1kg) "," 2.36 $"
"Laos","Potato (1kg) "," 1.59 $"
"Laos","Onion (1kg) "," 1.05 $"
"Laos","Lettuce (1 head) "," 1.29 $"
"Laos","Water (1.5 liter bottle) "," 0.49 $"
"Laos","Bottle of Wine (Mid-Range) "," 11.09 $"
"Laos","Domestic Beer (0.5 liter bottle) "," 1.09 $"
"Laos","Imported Beer (0.33 liter bottle) "," 1.17 $"
"Laos","Cigarettes 20 Pack (Marlboro) "," 2.00 $"
"Laos","One-way Ticket (Local Transport) "," 0.59 $"
"Laos","Monthly Pass (Regular Price) "," 59.63 $"
"Laos","Taxi Start (Normal Tariff) "," 2.00 $"
"Laos","Taxi 1km (Normal Tariff) "," 1.16 $"
"Laos","Taxi 1hour Waiting (Normal Tariff) "," 4.62 $"
"Laos","Gasoline (1 liter) "," 1.32 $"
"Laos","Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car) "," 29,525.05 $"
"Laos","Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car) "," 29,431.73 $"
"Laos","Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment "," 85.01 $"
"Laos","Mobile Phone Monthly Plan with Calls and 10GB+ Data "," 19.93 $"
"Laos","Internet (60 Mbps or More, Unlimited Data, Cable/ADSL) "," 11.39 $"
"Laos","Fitness Club, Monthly Fee for 1 Adult "," 59.04 $"
"Laos","Tennis Court Rent (1 Hour on Weekend) "," 7.94 $"
"Laos","Cinema, International Release, 1 Seat "," 2.50 $"
"Laos","Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child "," 310.80 $"
"Laos","International Primary School, Yearly for 1 Child "," 9,301.80 $"
"Laos","1 Pair of Jeans (Levis 501 Or Similar) "," 51.82 $"
"Laos","1 Summer Dress in a Chain Store (Zara, H&M, ...) "," 63.83 $"
"Laos","1 Pair of Nike Running Shoes (Mid-Range) "," 74.95 $"
"Laos","1 Pair of Men Leather Business Shoes "," 53.13 $"
"Laos","Apartment (1 bedroom) in City Centre "," 846.33 $"
"Laos","Apartment (1 bedroom) Outside of Centre "," 647.28 $"
"Laos","Apartment (3 bedrooms) in City Centre "," 1,263.94 $"
"Laos","Apartment (3 bedrooms) Outside of Centre "," 1,114.67 $"
"Laos","Price per Square Meter to Buy Apartment in City Centre "," 2,248.45 $"
"Laos","Price per Square Meter to Buy Apartment Outside of Centre "," 128.56 $"
"Laos","Average Monthly Net Salary (After Tax) "," 453.66 $"
"Laos","Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate "," 10.12"
"Latvia","Meal, Inexpensive Restaurant "," 13.11 $"
"Latvia","Meal for 2 People, Mid-range Restaurant, Three-course "," 65.53 $"
"Latvia","McMeal at McDonalds (or Equivalent Combo Meal) "," 7.65 $"
"Latvia","Domestic Beer (0.5 liter draught) "," 4.92 $"
"Latvia","Imported Beer (0.33 liter bottle) "," 4.21 $"
"Latvia","Cappuccino (regular) "," 3.16 $"
"Latvia","Coke/Pepsi (0.33 liter bottle) "," 1.53 $"
"Latvia","Water (0.33 liter bottle)  "," 1.17 $"
"Latvia","Milk (regular), (1 liter) "," 1.30 $"
"Latvia","Loaf of Fresh White Bread (500g) "," 1.56 $"
"Latvia","Rice (white), (1kg) "," 2.89 $"
"Latvia","Eggs (regular) (12) "," 2.83 $"
"Latvia","Local Cheese (1kg) "," 10.88 $"
"Latvia","Chicken Fillets (1kg) "," 7.18 $"
"Latvia","Beef Round (1kg) (or Equivalent Back Leg Red Meat) "," 11.56 $"
"Latvia","Apples (1kg) "," 1.50 $"
"Latvia","Banana (1kg) "," 1.76 $"
"Latvia","Oranges (1kg) "," 2.43 $"
"Latvia","Tomato (1kg) "," 3.34 $"
"Latvia","Potato (1kg) "," 0.94 $"
"Latvia","Onion (1kg) "," 0.93 $"
"Latvia","Lettuce (1 head) "," 1.64 $"
"Latvia","Water (1.5 liter bottle) "," 0.82 $"
"Latvia","Bottle of Wine (Mid-Range) "," 7.65 $"
"Latvia","Domestic Beer (0.5 liter bottle) "," 1.67 $"
"Latvia","Imported Beer (0.33 liter bottle) "," 2.00 $"
"Latvia","Cigarettes 20 Pack (Marlboro) "," 5.46 $"
"Latvia","One-way Ticket (Local Transport) "," 1.64 $"
"Latvia","Monthly Pass (Regular Price) "," 32.77 $"
"Latvia","Taxi Start (Normal Tariff) "," 2.73 $"
"Latvia","Taxi 1km (Normal Tariff) "," 0.82 $"
"Latvia","Taxi 1hour Waiting (Normal Tariff) "," 10.92 $"
"Latvia","Gasoline (1 liter) "," 1.80 $"
"Latvia","Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car) "," 27,087.54 $"
"Latvia","Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car) "," 28,872.67 $"
"Latvia","Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment "," 284.76 $"
"Latvia","Mobile Phone Monthly Plan with Calls and 10GB+ Data "," 18.27 $"
"Latvia","Internet (60 Mbps or More, Unlimited Data, Cable/ADSL) "," 18.48 $"
"Latvia","Fitness Club, Monthly Fee for 1 Adult "," 44.25 $"
"Latvia","Tennis Court Rent (1 Hour on Weekend) "," 27.13 $"
"Latvia","Cinema, International Release, 1 Seat "," 10.92 $"
"Latvia","Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child "," 489.13 $"
"Latvia","International Primary School, Yearly for 1 Child "," 14,473.15 $"
"Latvia","1 Pair of Jeans (Levis 501 Or Similar) "," 85.37 $"
"Latvia","1 Summer Dress in a Chain Store (Zara, H&M, ...) "," 43.88 $"
"Latvia","1 Pair of Nike Running Shoes (Mid-Range) "," 89.71 $"
"Latvia","1 Pair of Men Leather Business Shoes "," 130.73 $"
"Latvia","Apartment (1 bedroom) in City Centre "," 446.34 $"
"Latvia","Apartment (1 bedroom) Outside of Centre "," 327.21 $"
"Latvia","Apartment (3 bedrooms) in City Centre "," 898.06 $"
